idCadastrar_Capacidade,Codigo_do_Produto,Descricao,Producao_Dia,Setor,Producao_Hora,Vigencia,Status
38,500,Multiuso com 500 Folhas ,140,CORTE DE A4,16,27/04/2019,Inativo
181,1460,Impressão de 01 Cor 460,15373,6,IMPRESSÃO,1747,01/01/2022,Ativo
182,2460,Impressão de 02 Cor 460,7700,IMPRESSÃO,875,01/01/2022,Ativo
183,3460,Impressão de 03 Cor 460,3660,8,IMPRESSÃO,416,01/01/2022,Ativo
184,314,A4 MULTIUSO 5R,281,6,CORTE DE A4,32,07/01/2021,Ativo
185,315,A4 MICRO SERRILHADO DANFE 5R,181,28,CORTE DE A4,20,6,07/01/2021,Ativo
186,316,A4 MICRO SERRILHADO MEIO 5R,181,28,CORTE DE A4,20,6,07/01/2021,Ativo
187,10,CALCULADORA,80,08,CORTE DE BOBINAS,9,1,01/02/2021,Inativo
188,321,A4 SULFITE 5R,281,6,CORTE DE A4,32,15/02/2022,Ativo
189,322,A4 REALZINHO 25R,193,6,CORTE DE A4,22,15/02/2022,Ativo
190,323,A4 PAPER + 5R,211,2,CORTE DE A4,24,15/02/2022,Ativo
191,253,80110 AMARELO,158,4,CORTE DE BOBINAS,18,01/03/2021,Inativo
192,254,80360 AMARELO,158,4,CORTE DE BOBINAS,18,01/03/2021,Inativo
193,1405,PSA - 01 COR,12320,IMPRESSÃO,1400,01/04/2022,Ativo
194,2405,PSA - 02 CORES,6776,IMPRESSÃO,770,01/04/2022,Ativo
195,3405,PSA - 03 CORES,3212,IMPRESSÃO,365,01/04/2022,Ativo
196,224,5710 AMARELO,70,4,CORTE DE BOBINAS,4,25/04/2022,Inativo
197,226,5716 AMARELO,79,2,CORTE DE BOBINAS,4,5,25/04/2022,Inativo
198,227,5720 AMARELO,132,CORTE DE BOBINAS,7,5,25/04/2022,Inativo
199,228,5730 AMARELO,132,CORTE DE BOBINAS,7,5,25/04/2022,Inativo
200,229,5740 AMARELO,135,52,CORTE DE BOBINAS,7,7,25/04/2022,Inativo
201,230,5750 AMARELO,139,04,CORTE DE BOBINAS,7,9,25/04/2022,Inativo
202,231,5780 AMARELO,146,08,CORTE DE BOBINAS,8,3,25/04/2022,Inativo
203,232,57100 AMARELO,147,84,CORTE DE BOBINAS,8,4,25/04/2022,Inativo
204,233,57150 AMARELO,179,52,CORTE DE BOBINAS,10,2,25/04/2022,Inativo
205,234,57200 AMARELO,200,64,CORTE DE BOBINAS,11,4,25/04/2022,Inativo
206,235,57270 AMARELO,209,44,CORTE DE BOBINAS,11,9,25/04/2022,Inativo
207,236, 57300 AMARELO,309,76,CORTE DE BOBINAS,17,6,25/04/2022,Inativo
208,237,57360 AMARELO,309,76,CORTE DE BOBINAS,17,6,25/04/2022,Inativo
209,238,7620 AMARELO,77,44,CORTE DE BOBINAS,4,4,25/04/2022,Inativo
210,239,7630 AMARELO,93,28,CORTE DE BOBINAS,5,3,25/04/2022,Inativo
211,240,7640 AMARELO,158,4,CORTE DE BOBINAS,9,25/04/2022,Inativo
212,241,7680 AMARELO,154,88,CORTE DE BOBINAS,8,8,25/04/2022,Inativo
213,242,76110 AMARELO,170,72,CORTE DE BOBINAS,9,7,25/04/2022,Inativo
214,243,76360 AMARELO,232,32,CORTE DE BOBINAS,13,2,25/04/2022,Inativo
215,288,5720 WLE,73,92,CORTE DE BOBINAS,4,2,25/04/2022,Inativo
217,325,A4 OCEANO,281,6,CORTE DE A4,32,20/04/2022,Ativo
218,226,5716 AMARELO,193,6,CORTE DE BOBINAS,11,30/04/2022,Inativo
219,326,A4 LIDERPEL,281,6,CORTE DE A4,32,01/06/2022,Ativo
220,249,8020 AMARELO,177,76,CORTE DE BOBINAS,10,1,31/05/2022,Inativo
221,250,8030 AMARELO,207,68,CORTE DE BOBINAS,11,8,31/05/2022,Inativo
222,251,8040 AMARELO,237,6,CORTE DE BOBINAS,13,5,31/05/2022,Inativo
223,252,8080 AMARELO,237,6,CORTE DE BOBINAS,13,5,31/05/2022,Inativo
224,253,80110 AMARELO,223,52,CORTE DE BOBINAS,12,7,31/05/2022,Inativo
225,254,80360 AMARELO,223,52,CORTE DE BOBINAS,12,7,31/05/2022,Inativo
226,288,5720 WLE,88,CORTE DE BOBINAS,5,01/06/2022,Inativo
227,327,A4 HPAPER,281,6,CORTE DE A4,32,20/06/2022,Ativo
228,2241,57 mm X 10 m c/ 100 un - L1,70,4,CORTE DE BOBINAS,4,20/06/2022,Ativo
229,2242,57 mm X 10 m c/ 100 un - L2,193,6,CORTE DE BOBINAS,11,20/06/2022,Ativo
230,2261,57 mm X 16 m c/ 96 un - L1,70,4,CORTE DE BOBINAS,4,20/06/2022,Inativo
231,2262,57 mm X 16 m c/ 96 un - L2,193,6,CORTE DE BOBINAS,11,20/06/2022,Ativo
232,2271,57 mm X 20 m c/ 48 un - L1,132,CORTE DE BOBINAS,7,5,20/06/2022,Ativo
233,2272,57 mm X 20 m c/ 48 un - L2,177,76,CORTE DE BOBINAS,10,1,20/06/2022,Ativo
234,2281,57 mm X 30 m c/ 36 un - L1,132,CORTE DE BOBINAS,7,5,20/06/2022,Ativo
235,2282,57 mm X 30 m c/ 36 un - L2,207,68,CORTE DE BOBINAS,11,8,20/06/2022,Ativo
236,2291,57 mm X 40 m c/ 30 un - L1,135,52,CORTE DE BOBINAS,7,7,20/06/2022,Ativo
237,2292,57 mm X 40 m c/ 30 un -  L2,237,6,CORTE DE BOBINAS,13,5,20/06/2022,Ativo
238,2301,57 mm X 50 m c/ 36 un - L1,139,04,CORTE DE BOBINAS,7,9,20/06/2022,Ativo
239,2302,57 mm X 50 m c/ 36 un - L2,237,6,CORTE DE BOBINAS,13,5,20/06/2022,Ativo
240,2311,57 mm X 80 m c/ 24 un - L1,146,08,CORTE DE BOBINAS,8,3,20/06/2022,Ativo
241,2312,57 mm X 80 m c/ 24 un - L2,237,6,CORTE DE BOBINAS,13,5,20/06/2022,Ativo
242,2321,57 mm X 100 m c/ 18 un - L1,147,84,CORTE DE BOBINAS,8,4,20/06/2022,Ativo
243,2322,57 mm X 100 m c/ 18 un - L2,264,CORTE DE BOBINAS,15,20/06/2022,Ativo
244,2331,57 mm X 150 m c/ 12 un - L1,179,52,CORTE DE BOBINAS,10,2,20/06/2022,Ativo
245,2332,57 mm X 150 m c/ 12 un - L2,281,6,CORTE DE BOBINAS,16,20/06/2022,Ativo
246,2341,57 mm X 200 m c/ 07 un - L1,200,64,CORTE DE BOBINAS,11,4,20/06/2022,Ativo
247,2342,57 mm X 200 m c/ 07 un - L2,316,8,CORTE DE BOBINAS,18,20/06/2022,Ativo
248,2351,57 mm X 270 m c/ 06 un - L1,209,44,CORTE DE BOBINAS,11,9,20/06/2022,Ativo
249,2352,57 mm X 270 m c/ 06 un - L2,316,8,CORTE DE BOBINAS,18,20/06/2022,Ativo
250,2361,57 mm X 300 m c/ 06 un - L1,309,76,CORTE DE BOBINAS,17,6,20/06/2022,Ativo
251,2362,57 mm X 300 m c/ 06 un - L2,352,CORTE DE BOBINAS,20,20/06/2022,Ativo
252,2371,57 mm X 360 m c/ 06 un - L1,309,76,CORTE DE BOBINAS,17,6,20/06/2022,Ativo
253,2372,57 mm X 360 m c/ 06 un - L2,352,CORTE DE BOBINAS,20,20/06/2022,Ativo
254,2381,76 mm X 20 m c/ 56 un - L1,132,CORTE DE BOBINAS,7,5,20/06/2022,Ativo
255,2382,76 mm X 20 m c/ 56 un - L2,177,76,CORTE DE BOBINAS,10,1,20/06/2022,Ativo
256,2391,76 mm X 30 m c/ 30 un - L1,93,28,CORTE DE BOBINAS,5,3,20/06/2022,Ativo
257,2392,76 mm X 30 m c/ 30 un - L2,207,68,CORTE DE BOBINAS,11,8,20/06/2022,Ativo
258,2401,76 mm X 40 m c/ 30 un - L1,158,4,CORTE DE BOBINAS,9,20/06/2022,Ativo
259,2402,76 mm X 40 m c/ 30 un - L2,237,6,CORTE DE BOBINAS,13,5,20/06/2022,Ativo
260,2411,76 mm X 80 m c/ 24 un - L1,146,08,CORTE DE BOBINAS,8,3,20/06/2022,Ativo
261,2412,76 mm X 80 m c/ 24 un - L2,237,6,CORTE DE BOBINAS,13,5,20/06/2022,Ativo
262,2421,76 mm X 110 m c/ 12 un - L1,158,4,CORTE DE BOBINAS,9,20/06/2022,Ativo
263,2422,76 mm X 110 m c/ 12 un - L2,264,CORTE DE BOBINAS,15,20/06/2022,Ativo
264,2431,76 mm X 360 m c/ 04 un - L1,281,6,CORTE DE BOBINAS,16,20/06/2022,Ativo
265,2432,76 mm X 360 m c/ 04 un - L2,352,CORTE DE BOBINAS,20,20/06/2022,Ativo
266,2491,80 mm X 20 m c/ 56 un - L1,132,CORTE DE BOBINAS,7,5,20/06/2022,Ativo
267,2492,80 mm X 20 m c/ 56 un - L2,177,76,CORTE DE BOBINAS,10,1,20/06/2022,Ativo
268,2501,80 mm X 30 m c/ 30 un - L1,140,8,CORTE DE BOBINAS,8,20/06/2022,Ativo
269,2502,80 mm X 30 m c/ 30 un - L2,207,68,CORTE DE BOBINAS,11,8,20/06/2022,Ativo
270,2511,80 mm X 40 m c/ 30 un - L1,149,6,CORTE DE BOBINAS,8,5,20/06/2022,Ativo
271,2512,80 mm X 40 m c/ 30 un - L2,237,6,CORTE DE BOBINAS,13,5,20/06/2022,Ativo
272,2521,80 mm X 80 m c/ 24 un - L1,160,16,CORTE DE BOBINAS,9,1,20/06/2022,Ativo
273,2522,80 mm X 80 m c/ 24 un - L2,237,6,CORTE DE BOBINAS,13,5,20/06/2022,Ativo
274,2531,80 mm X 110 m c/ 12 un - L1,158,4,CORTE DE BOBINAS,9,20/06/2022,Ativo
275,2532,80 mm X 110 m c/ 12 un - L2,264,CORTE DE BOBINAS,15,20/06/2022,Ativo
276,2541,80 mm X 360 m c/ 04 un - L1,281,6,CORTE DE BOBINAS,16,20/06/2022,Ativo
277,2542,80 mm X 360 m c/ 04 un - L2,352,CORTE DE BOBINAS,20,20/06/2022,Ativo
278,2881,57 mm X 20 m c/ 84un -  L1,73,92,CORTE DE BOBINAS,4,2,20/06/2022,Ativo
279,2882,57 mm X 20 m c/ 84un - L2,167,2,CORTE DE BOBINAS,9,5,20/06/2022,Ativo
280,101,57 mm X 30 m OFFSET - L1,160,16,CORTE DE BOBINAS,9,1,20/06/2022,Ativo
281,102,57 mm X 30 m OFFSET - L2,160,16,CORTE DE BOBINAS,9,1,20/06/2022,Ativo
282,31,A4 MULTIUSO 5R - L1,540,32,CORTE DE A4,30,7,31/08/2022,Ativo
283,32,A4 MULTIUSO 5R - L2,239,36,CORTE DE A4,13,6,31/08/2022,Ativo
284,41,A4 SULFITE 5R - L1,540,32,CORTE DE A4,30,7,31/08/2022,Ativo
285,42,A4 SULFITE 5R - L2,239,36,CORTE DE A4,13,6,31/08/2022,Ativo
286,51,A3 SULFITE 5R - L1,140,8,CORTE DE A4,8,31/08/2022,Ativo
287,52,A3 SULFITE 5R - L2,70,4,CORTE DE A4,4,31/08/2022,Ativo
288,61,A4 MICRO SERRILHADO 5R - L1,352,CORTE DE A4,20,31/08/2022,Ativo
289,62,A4 MICRO SERRILHADO 5R - L2,119,68,CORTE DE A4,6,8,31/08/2022,Ativo
290,71,A4 REALZINHO 25R - L1,352,CORTE DE A4,20,31/08/2022,Ativo
291,72,A4 REALZINHO 25R - L2,140,8,CORTE DE A4,8,31/08/2022,Ativo
292,81,A4 PAPER + 5R - L1,352,CORTE DE A4,20,31/08/2022,Ativo
293,82,A4 PAPER + 5R - L2,140,8,CORTE DE A4,8,31/08/2022,Ativo
294,691,A4 TOP 5R - L1,270,16,CORTE DE A4,15,35,31/08/2022,Ativo
295,692,A4 TOP 5R - L2,119,68,CORTE DE A4,6,8,31/08/2022,Ativo
296,701,A4 OCEANO 5R - L1,540,32,CORTE DE A4,30,7,31/08/2022,Ativo
297,702,A4 OCEANO 5R - L2,239,36,CORTE DE A4,13,6,31/08/2022,Ativo
298,1291,A4 SULFITE 10R - L1,270,16,CORTE DE A4,15,35,31/08/2022,Ativo
299,1292,A4 SULFITE 10R - L2,119,68,CORTE DE A4,6,8,31/08/2022,Ativo
300,1311,A4 LIDERPEL 5R - L1,540,32,CORTE DE A4,30,7,31/08/2022,Ativo
301,1312,A4 LIDERPEL 5R - L2,239,36,CORTE DE A4,13,6,31/08/2022,Ativo
302,1321,A4 HPAPERL 5R - L1,540,32,CORTE DE A4,30,7,31/08/2022,Ativo
303,1322,A4 HPAPERL 5R - L2,239,36,CORTE DE A4,13,6,31/08/2022,Ativo
304,2261,57 mm X 16 m c/ 96 un - L1,109,12,CORTE DE BOBINAS,6,2,06/12/2022,Ativo
305,2361,57 mm X 300 m c/ 06 un - L1,464,64,CORTE DE BOBINAS,26,4,15/12/2022,Ativo
306,21,57 mm X 30 m OFFSET - L1,160,16,CORTE DE BOBINAS,9,1,01/01/2023,Ativo
307,22,57 mm X 30 m OFFSET - L2,160,16,CORTE DE BOBINAS,9,1,01/01/2023,Ativo
308,91,57 mm X 16 m c/ 70 un - L1,96,8,CORTE DE BOBINAS,5,5,01/01/2023,Inativo
309,92,57 mm X 16 m c/ 70 un - L2,265,76,CORTE DE BOBINAS,15,1,01/01/2023,Inativo
310,111,57 mm X 22 m c/ 48 un - L1,132,CORTE DE BOBINAS,7,5,01/01/2023,Ativo
311,112,57 mm X 22 m c/ 48 un - L2,177,76,CORTE DE BOBINAS,10,1,01/01/2023,Ativo
312,131,57 mm X 30 m c/ 40 un - L1,117,92,CORTE DE BOBINAS,6,7,01/01/2023,Ativo
313,132,57 mm X 30 m c/ 40 un - L2,186,56,CORTE DE BOBINAS,10,6,01/01/2023,Ativo
314,151,57 mm X 40 m c/ 30 un - L1,135,52,CORTE DE BOBINAS,7,7,01/01/2023,Ativo
315,152,57 mm X 40 m c/ 30 un -  L2,237,6,CORTE DE BOBINAS,13,5,01/01/2023,Ativo
316,171,57 mm X 50 m c/ 24 un - L1,209,44,CORTE DE BOBINAS,11,9,01/01/2023,Ativo
317,172,57 mm X 50 m c/ 24 un - L2,357,28,CORTE DE BOBINAS,20,3,01/01/2023,Ativo
318,191,57 mm X 80 m c/ 16 un - L1,218,24,CORTE DE BOBINAS,12,4,01/01/2023,Ativo
319,192,57 mm X 80 m c/ 16 un - L2,357,28,CORTE DE BOBINAS,20,3,01/01/2023,Ativo
320,211,57 mm X 100 m c/ 20 un - L1,132,CORTE DE BOBINAS,7,5,01/01/2023,Ativo
321,212,57 mm X 100 m c/ 20 un - L2,237,6,CORTE DE BOBINAS,13,5,01/01/2023,Ativo
322,231,57 mm X 150 m c/ 14 un - L1,154,88,CORTE DE BOBINAS,8,8,01/01/2023,Ativo
323,232,57 mm X 150 m c/ 14 un - L2,241,12,CORTE DE BOBINAS,13,7,01/01/2023,Ativo
